"Activity" "Subject" "Body_Acceleration_Mean_X" "Body_Acceleration_Mean_Y" "Body_Acceleration_Mean_Z" "Body_Acceleration_StD_X" "Body_Acceleration_StD_Y" "Body_Acceleration_StD_Z" "Gravity_Acceleration_Mean_X" "Gravity_Acceleration_Mean_Y" "Gravity_Acceleration_Mean_Z" "Gravity_Acceleration_StD_X" "Gravity_Acceleration_StD_Y" "Gravity_Acceleration_StD_Z" "Body_Acceleration_Jerk_Mean_X" "Body_Acceleration_Jerk_Mean_Y" "Body_Acceleration_Jerk_Mean_Z" "Body_Acceleration_Jerk_StD_X" "Body_Acceleration_Jerk_StD_Y" "Body_Acceleration_Jerk_StD_Z" "Body_Gyroscope_Mean_X" "Body_Gyroscope_Mean_Y" "Body_Gyroscope_Mean_Z" "Body_Gyroscope_StD_X" "Body_Gyroscope_StD_Y" "Body_Gyroscope_StD_Z" "Body_Gyroscope_Jerk_Mean_X" "Body_Gyroscope_Jerk_Mean_Y" "Body_Gyroscope_Jerk_Mean_Z" "Body_Gyroscope_Jerk_StD_X" "Body_Gyroscope_Jerk_StD_Y" "Body_Gyroscope_Jerk_StD_Z" "Body_Acceleration_Magnitude_Mean" "Body_Acceleration_Magnitude_StD" "Gravity_Acceleration_Magnitude_Mean" "Gravity_Acceleration_Magnitude_StD" "Body_Acceleration_Jerk_Magnitude_Mean" "Body_Acceleration_Jerk_Magnitude_StD" "Body_Gyroscope_Magnitude_Mean" "Body_Gyroscope_Magnitude_StD" "Body_Gyroscope_Jerk_Magnitude_Mean" "Body_Gyroscope_Jerk_Magnitude_StD" "FFT_Body_Acceleration_Mean_X" "FFT_Body_Acceleration_Mean_Y" "FFT_Body_Acceleration_Mean_Z" "FFT_Body_Acceleration_StD_X" "FFT_Body_Acceleration_StD_Y" "FFT_Body_Acceleration_StD_Z" "FFT_Body_Acceleration_Jerk_Mean_X" "FFT_Body_Acceleration_Jerk_Mean_Y" "FFT_Body_Acceleration_Jerk_Mean_Z" "FFT_Body_Acceleration_Jerk_StD_X" "FFT_Body_Acceleration_Jerk_StD_Y" "FFT_Body_Acceleration_Jerk_StD_Z" "FFT_Body_Gyroscope_Mean_X" "FFT_Body_Gyroscope_Mean_Y" "FFT_Body_Gyroscope_Mean_Z" "FFT_Body_Gyroscope_StD_X" "FFT_Body_Gyroscope_StD_Y" "FFT_Body_Gyroscope_StD_Z" "FFT_Body_Acceleration_Magnitude_Mean" "FFT_Body_Acceleration_Magnitude_StD" "FFT_Body_Acceleration_Jerk_Magnitude_Mean" "FFT_Body_Acceleration_Jerk_Magnitude_StD" "FFT_Body_Gyroscope_Magnitude_Mean" "FFT_Body_Gyroscope_Magnitude_StD" "FFT_Body_Gyroscope_Jerk_Magnitude_Mean" "FFT_Body_Gyroscope_Jerk_Magnitude_StD"
"WALKING_DOWNSTAIRS" 29 2.93140441083333e-01 -1.494121505625e-02 -9.81339984895833e-02 1.67383602458333e-01 -1.2246346700625e-01 -2.23177999879167e-01 9.48486215e-01 -7.60962952291667e-02 9.19650454166667e-02 -9.417361925e-01 -9.1390306375e-01 -8.69300904791667e-01 6.36871965479167e-02 6.21016968750005e-04 -1.40642983104167e-02 -2.3952574044375e-02 -7.734083835625e-02 -4.78764185e-01 -3.74126070957292e-02 -8.51045889895833e-02 8.22244074666667e-02 -2.82077257508333e-01 -3.90460137708333e-01 -3.11122615416667e-01 -7.43986469979167e-02 -6.71482305364583e-02 -3.59648430270833e-02 -3.47807556958333e-01 -6.93469035833333e-01 -3.79769406458333e-01 1.03705165666667e-01 1.344811501875e-01 1.03705165666667e-01 1.344811501875e-01 -1.38637624454167e-01 -3.07693372041667e-02 -1.22968108816667e-01 -2.6740979843125e-01 -5.39174456458333e-01 -5.9705704875e-01 1.10663200244167e-01 -2.122937175e-02 -2.66692150208333e-01 1.87438624270833e-01 -2.39349053641667e-01 -2.62073242045833e-01 -3.82458213333333e-02 -9.77850659541667e-02 -4.11173451875e-01 -9.86379156229167e-02 -1.20381521220833e-01 -5.47320886875e-01 -1.8941800145e-01 -4.63125032083333e-01 -1.99225894479167e-01 -3.19123137947917e-01 -3.54872689583333e-01 -4.16165845833333e-01 1.15973968158333e-01 -3.30868111229167e-02 4.48896304791667e-04 -7.97714324854167e-02 -3.81459881875e-01 -3.23024575098542e-01 -5.96578626041667e-01 -6.26675982083333e-01
"WALKING_DOWNSTAIRS" 30 2.83190646967742e-01 -1.74383900204839e-02 -9.99781422322581e-02 -5.77703163548387e-02 -2.72628077709677e-02 -2.17275690290323e-01 9.58000491451613e-01 -1.26710371903226e-01 2.88081674653226e-02 -9.58890388709677e-01 -9.18678752419355e-01 -8.7766706e-01 8.83933037048387e-02 -7.56110754193549e-03 -1.18301423032258e-02 -2.26643901120968e-01 -1.94656096556452e-01 -4.67070153387097e-01 -7.45591301759677e-02 -6.93112411951613e-02 8.95767797064516e-02 -2.65923160895161e-01 -2.85392416354839e-01 -2.9537036283871e-01 -6.15954583870968e-02 -4.96807640258064e-02 -5.43595229322581e-02 -5.42764507096774e-01 -6.13796303064516e-01 -4.98882854032258e-01 -3.73901122469355e-02 -1.35771208822581e-02 -3.73901122469355e-02 -1.35771208822581e-02 -2.93738801622581e-01 -1.25283184512903e-01 -9.5537320533871e-02 -2.08267542032258e-01 -5.74337006451613e-01 -6.17662073548387e-01 -1.06966957087097e-01 -2.16637054241935e-02 -2.5806736666129e-01 -4.05257091567742e-02 -9.34682613774194e-02 -2.57393372287097e-01 -2.34923146633871e-01 -2.24992780432258e-01 -3.99688694032258e-01 -2.89802729403226e-01 -2.17432019258065e-01 -5.35515048387097e-01 -2.63061628069355e-01 -3.48065119677419e-01 -2.63720763854839e-01 -2.78386596338226e-01 -2.55732054951613e-01 -3.71541476129032e-01 4.10151034354839e-03 -1.78535173268548e-01 -1.25961400367742e-01 -1.33124304612577e-01 -3.56772347348871e-01 -2.52361882572581e-01 -6.17578814032258e-01 -6.45503942419355e-01
"WALKING_UPSTAIRS" 1 2.55461689622641e-01 -2.39531492643396e-02 -9.73020020943396e-02 -3.5470802509434e-01 -2.32026501698113e-03 -1.94792388471698e-02 8.9335109754717e-01 -3.62153364339623e-01 -7.5402939754717e-02 -9.56367027924528e-01 -9.52849233207547e-01 -9.12379410377358e-01 1.01372729922642e-01 1.94863076188679e-02 -4.55625449113208e-02 -4.46843887735849e-01 -3.78274426037736e-01 -7.06593530943396e-01 5.0549379754717e-02 -1.66170015088679e-01 5.83595463981132e-02 -5.44871104528302e-01 4.10518379811321e-03 -5.0716867490566e-01 -1.22232768011321e-01 -4.21485884509434e-02 -4.07125527654717e-02 -6.14786508490566e-01 -6.01696656226415e-01 -6.06332002264151e-01 -1.29927630735849e-01 -3.24970929245283e-01 -1.29927630735849e-01 -3.24970929245283e-01 -4.66503446226415e-01 -4.78991622075472e-01 -1.26735589969811e-01 -1.4861931805283e-01 -5.9488286509434e-01 -6.48553044339623e-01 -4.04321784150943e-01 -1.90976720811321e-01 -4.33349702075472e-01 -3.37428188679245e-01 2.17695106566038e-02 8.59565543849057e-02 -4.79875245660377e-01 -4.1344458754717e-01 -6.85474353962264e-01 -4.61907025849057e-01 -3.81777065283019e-01 -7.26040200754717e-01 -4.92611667924528e-01 -3.19474609056604e-01 -4.53597213018868e-01 -5.65892490754717e-01 1.51538905566038e-01 -5.7170784e-01 -3.52395944716981e-01 -4.16260101509434e-01 -4.4265216245283e-01 -5.33059853773585e-01 -3.25961457396226e-01 -1.82985518264151e-01 -6.34665082075472e-01 -6.93930521509434e-01
"WALKING_UPSTAIRS" 2 2.47164790395833e-01 -2.14121132045833e-02 -1.52513899520833e-01 -3.04376406458333e-01 1.08027279889583e-01 -1.12121021220833e-01 7.90717418541667e-01 -4.16214890416667e-01 -1.95888238891667e-01 -9.34407739791667e-01 -9.2376745375e-01 -8.78004056875e-01 7.44507839572917e-02 -9.70985514333333e-03 1.948143925e-02 -2.76121886479167e-01 -1.85648954220833e-01 -5.737463525e-01 -5.76912634583333e-02 -3.20883097395833e-02 6.88374021666667e-02 -4.39253058958333e-01 -4.66298336666667e-01 -1.63995791679167e-01 -8.28858001333333e-02 -4.24053708458333e-02 -4.45157481625e-02 -4.64854363125e-01 -6.45491337708333e-01 -4.67595961041667e-01 -1.07322679520833e-01 -2.05977045295833e-01 -1.07322679520833e-01 -2.05977045295833e-01 -3.21268911041667e-01 -2.1738939458125e-01 -2.19713472958333e-01 -3.77532167604167e-01 -5.72816438541667e-01 -5.97291719166667e-01 -2.66720933270833e-01 9.92445881854167e-03 -2.81001986202083e-01 -3.20582414375e-01 8.48802791083333e-02 -9.454497643125e-02 -2.58639439729167e-01 -1.878421317125e-01 -5.22728063333333e-01 -3.65415441458333e-01 -2.43554146666667e-01 -6.25090981458333e-01 -3.31643577458333e-01 -4.88086123958333e-01 -2.48601122e-01 -4.76358845625e-01 -4.59758488958333e-01 -2.18072471479167e-01 -1.4531853915625e-01 -3.6672824375e-01 -1.89511136902083e-01 -2.604238389625e-01 -4.50612184791667e-01 -4.38620401875e-01 -6.0079849625e-01 -6.21820202916667e-01
"WALKING_UPSTAIRS" 3 2.60819873067797e-01 -3.24109410555932e-02 -1.10064863437288e-01 -3.13123437627119e-01 1.16280813372881e-02 -3.69754604067797e-01 8.83533436101695e-01 -3.82851153728814e-01 -1.62943955254237e-01 -9.44040819322034e-01 -9.09825953898305e-01 -9.09469675084746e-01 4.26880986186441e-02 3.97249270484746e-02 2.08205538101695e-02 -4.58364616949153e-01 -2.51680364540678e-01 -7.08551711864407e-01 7.21980309322034e-02 -1.39275405637288e-01 2.15603697e-02 -4.56039262525424e-01 -5.82742845932203e-01 -4.92327305084746e-01 -1.15510569491525e-01 -4.00372510491525e-02 -4.98180874305085e-02 -5.07270757966102e-01 -7.75774143389831e-01 -5.73433947627119e-01 -1.84014895e-01 -3.33597432542373e-01 -1.84014895e-01 -3.33597432542373e-01 -4.36901159491525e-01 -4.39020591694915e-01 -3.47321812220339e-01 -4.08886653186441e-01 -6.58861401355932e-01 -7.18028040338983e-01 -3.92004211474576e-01 -7.88094156644068e-02 -5.04494528474576e-01 -2.85333024050847e-01 -8.03987529661017e-03 -3.50797226271186e-01 -4.78434306271186e-01 -2.83772547471017e-01 -6.77314534067797e-01 -4.86446509661017e-01 -2.68191523644068e-01 -7.38705863898305e-01 -3.78216681762712e-01 -6.37293508305085e-01 -4.31503361525424e-01 -4.84820991355932e-01 -5.56045947118644e-01 -5.61097649661017e-01 -3.15866079491525e-01 -4.47994369152542e-01 -4.12920898474576e-01 -4.8060920220339e-01 -5.14211583728814e-01 -4.45181802430508e-01 -7.16877778644068e-01 -7.40033436271186e-01
"WALKING_UPSTAIRS" 4 2.70876696730769e-01 -3.19804295729615e-02 -1.14219455519231e-01 -2.04933042903846e-01 -6.66899105180769e-02 -3.72137777692308e-01 9.46264314423077e-01 -2.32944304615385e-01 8.41675382884615e-02 -9.58495235576923e-01 -9.23376019038462e-01 -9.19619453269231e-01 5.60971909634615e-02 2.34018993153846e-02 3.40280836730769e-03 -3.80488027307692e-01 -2.81543175326923e-01 -7.26495311923077e-01 3.93825198942308e-02 -8.59471683596154e-02 8.43753843384615e-02 -4.54431043269231e-01 -5.51185569230769e-01 -3.60811047884615e-01 -1.314720713e-01 -3.90508828865385e-02 -7.22496260807692e-02 -5.33666803846154e-01 -8.40722752692308e-01 -5.56236584807692e-01 -1.53703935357692e-01 -2.12012300480769e-01 -1.53703935357692e-01 -2.12012300480769e-01 -4.00922254807692e-01 -4.37261477884615e-01 -2.99779407884615e-01 -5.10974134423077e-01 -6.86978374423077e-01 -7.55270457692308e-01 -2.94488270365385e-01 -1.17109161492308e-01 -5.24655722692308e-01 -1.73217219014423e-01 -1.01434446040385e-01 -3.45109817692308e-01 -4.18304647307692e-01 -2.97805187243462e-01 -6.90106934230769e-01 -3.96762584807692e-01 -3.14525030788462e-01 -7.62772175e-01 -3.710689925e-01 -6.84310201538462e-01 -3.50765737115385e-01 -4.83548693461538e-01 -4.89824279230769e-01 -4.24533512307692e-01 -2.76825498230769e-01 -3.01005898461538e-01 -3.97406285e-01 -4.97324087307692e-01 -5.75794072115385e-01 -5.52489628846154e-01 -7.40749226346154e-01 -7.94209483076923e-01
"WALKING_UPSTAIRS" 5 2.68459469914894e-01 -3.25269755153191e-02 -1.07471453914894e-01 -4.57237779851064e-02 1.85022459476596e-01 -3.08938978787234e-01 9.36821834893617e-01 -2.65942569148936e-01 -2.32035364248936e-02 -9.5357996893617e-01 -9.00511719787234e-01 -9.2141958e-01 7.95443483829787e-02 1.40130363106383e-02 -2.5590953282766e-02 -2.23896564340426e-01 -1.25026612744681e-01 -6.3836903212766e-01 3.95191121489362e-02 -1.17195551802128e-01 4.24442819489362e-02 -4.43342262340426e-01 -4.40345826382979e-01 -2.6545133312766e-01 -1.43029686361702e-01 -5.59895777393617e-02 -5.34895401e-02 -3.05245202489362e-01 -6.31822048297872e-01 -2.82154378489362e-01 4.35562021989362e-02 -1.36736383765957e-01 4.35562021989362e-02 -1.36736383765957e-01 -2.47403476914894e-01 -3.10186545957447e-01 -2.35516929306383e-01 -3.54687870212766e-01 -4.7348816787234e-01 -5.57988065531915e-01 -1.61485339978723e-01 7.28903158085106e-02 -4.57470676808511e-01 -4.73819670425532e-03 1.65037631180851e-01 -2.8925665906383e-01 -2.89725470425532e-01 -1.9681792087234e-01 -6.06717464680851e-01 -2.2532784293617e-01 -1.05311152804255e-01 -6.68825711276596e-01 -2.63615096246809e-01 -5.16609046808511e-01 -1.39801393244681e-01 -5.01685580212766e-01 -4.03486393191489e-01 -3.80378006808511e-01 -1.69261525e-01 -2.54091927148936e-01 -2.64674938957447e-01 -3.78616675957447e-01 -3.92564530851064e-01 -4.40445051914894e-01 -5.71344138723404e-01 -5.72485019787234e-01
"WALKING_UPSTAIRS" 6 2.68229355098039e-01 -2.72425385070588e-02 -1.22082438784314e-01 -5.01350188513725e-02 1.89276117327451e-01 -3.53519514896078e-01 9.13632241568627e-01 -3.40732608823529e-01 -1.84608964392157e-02 -9.59399425098039e-01 -9.12900683137255e-01 -9.06196352156863e-01 7.210675e-02 3.71343419607843e-03 -2.37816579411765e-03 -1.80301156098039e-01 -4.13994646723529e-02 -5.60830688235294e-01 -7.67406825588235e-02 -5.18981989072549e-02 6.64234025976471e-02 -3.21973723647059e-01 -3.15799901607843e-01 -1.8390018167451e-01 -6.52024492378431e-02 -4.57705354509804e-02 -5.76800048435294e-02 -1.86763293747059e-01 -4.86494120980392e-01 -1.70814790834118e-01 1.77790974433333e-02 -7.91508842176471e-02 1.77790974433333e-02 -7.91508842176471e-02 -2.07379799254902e-01 -1.69970363039216e-01 -1.2912124415098e-01 -1.99893710196078e-01 -3.42895367921569e-01 -4.40079851313725e-01 -1.31075372803922e-01 9.78035099588235e-02 -4.2724809972549e-01 -2.11335627276471e-02 1.59123777172549e-01 -3.6587418445098e-01 -2.44812769960784e-01 -1.22991594331373e-01 -5.49314615882353e-01 -1.86815074235294e-01 -1.69811409705882e-02 -5.71673957058824e-01 -1.15065008156863e-01 -3.29653779629412e-01 -4.64142110215686e-02 -3.90248128039216e-01 -3.1361857145098e-01 -3.09998085098039e-01 -8.19479396203922e-02 -2.22161433666667e-01 -1.69868234496078e-01 -1.77734840922353e-01 -2.30627015078431e-01 -3.18173892545098e-01 -4.5923633377451e-01 -4.55937719019608e-01
"WALKING_UPSTAIRS" 7 2.48706923078431e-01 -2.75639005607843e-02 -1.43769688803922e-01 -2.9487297445098e-01 -3.2616002254902e-01 -1.45665025639216e-01 8.1874656e-01 -2.40950944117647e-01 -4.03599709607843e-01 -9.32823053333333e-01 -9.39774255490196e-01 -8.81675909607843e-01 7.24649938509804e-02 -8.12387078431372e-04 -7.4519666666666e-05 -4.15153115882353e-01 -5.19897595686274e-01 -6.0780843627451e-01 -1.38778108029412e-01 -2.47161973e-03 1.39217071509804e-01 -3.63853236862745e-01 -5.72996820784314e-01 -3.48980051411765e-01 -8.56640866647059e-02 -4.82219105196078e-02 -7.2451747827451e-02 -6.16812659215686e-01 -6.71243739607843e-01 -6.82184175686275e-01 -1.98074437978431e-01 -3.3474460745098e-01 -1.98074437978431e-01 -3.3474460745098e-01 -4.58695232352941e-01 -4.71265710980392e-01 -2.39099165627451e-01 -4.18144852156863e-01 -6.61969771960784e-01 -6.7642807254902e-01 -3.36199426470588e-01 -3.81590523137255e-01 -3.17461021372549e-01 -2.79870086215686e-01 -3.41025552941176e-01 -1.24912269443137e-01 -4.54647881960784e-01 -5.3707567e-01 -5.81764526862745e-01 -4.26974025686275e-01 -5.3419130254902e-01 -6.31919608823529e-01 -3.83889342745098e-01 -5.67920266470588e-01 -4.08150266666667e-01 -3.68636961470588e-01 -5.79964614705882e-01 -3.93062890647059e-01 -3.78618761568627e-01 -4.15307106666667e-01 -4.5478324745098e-01 -4.97441363137255e-01 -5.33982945882353e-01 -4.44994481882353e-01 -6.73327281960784e-01 -7.04090967843137e-01
"WALKING_UPSTAIRS" 8 2.58880152048781e-01 -2.82415136341463e-02 -1.1512211995122e-01 -1.71712174634146e-01 3.48768733170732e-01 1.21187278790244e-01 8.60368718780488e-01 -2.91341491707317e-01 -1.92306960631707e-01 -9.26673287804878e-01 -9.31032068536585e-01 -8.76168930487805e-01 8.13816809395122e-02 1.4120592097561e-02 -6.74583919268293e-02 -1.86618895268293e-01 -1.23501104926829e-02 -4.47518179097561e-01 1.9270447595122e-01 -2.04205356087805e-01 -7.24546025804878e-02 -3.67428367219512e-01 -6.66980861414634e-02 3.37526477436585e-01 -1.5544567414878e-01 -2.7919577097561e-02 -5.34090382439024e-02 -4.0507069195122e-01 -4.24675673414634e-01 -4.30366658780488e-01 1.21026629195122e-01 -2.27200254219512e-01 1.21026629195122e-01 -2.27200254219512e-01 -1.41494613465854e-01 -2.28296364146341e-01 1.66447991e-01 -1.09327923829268e-01 -4.00664014146341e-01 -4.93975031707317e-01 -1.66411065387805e-01 2.63431399878049e-01 -7.29496941121951e-02 -1.75284990170732e-01 3.0540146e-01 1.33766193578049e-01 -2.00277249165854e-01 -2.57952590634146e-02 -3.86655803658537e-01 -2.4733661795122e-01 -7.00821464439024e-02 -5.08248316829268e-01 -2.40260761682927e-01 -1.13162144460976e-01 1.6597418695122e-01 -4.09955580780488e-01 -4.78802512585366e-02 2.63202878429268e-01 -1.3026451905122e-01 -4.09282851707317e-01 -1.31850567460976e-01 -3.79266499780488e-01 -2.29610952609756e-01 -1.83325647134146e-01 -4.6327057804878e-01 -5.75733290731707e-01
"WALKING_UPSTAIRS" 9 2.62436475714286e-01 -1.95101099975714e-02 -1.25219003959184e-01 -3.6144437755102e-01 -3.02206203816327e-01 -2.53434083542857e-01 9.02647777755102e-01 -3.77947824285714e-02 -2.66009866857143e-01 -9.54383557142857e-01 -9.01317321632653e-01 -8.9407107877551e-01 6.92266245755102e-02 1.26612218367347e-03 7.66046602367347e-03 -3.35291644693878e-01 -5.86147012244898e-01 -6.47296002040816e-01 -1.6396719e-01 -4.12587909579592e-02 1.4569462592449e-01 -3.43976630734694e-01 -4.00859067959184e-01 -1.38176481058776e-01 -6.84689593355102e-02 -3.02797452408163e-02 -2.36327911183673e-02 -6.60419534285714e-01 -7.08604774693878e-01 -6.5711420122449e-01 -2.60727581428571e-01 -4.00222037142857e-01 -2.60727581428571e-01 -4.00222037142857e-01 -4.40667540204082e-01 -4.45485397959184e-01 -8.33234490061224e-02 -4.25839761428571e-01 -6.72840561836735e-01 -7.48651255510204e-01 -3.42735952653061e-01 -4.05022798163265e-01 -3.84710423408163e-01 -3.69815777346939e-01 -2.97641062755102e-01 -2.44081808302041e-01 -4.02044750408163e-01 -6.08498592040816e-01 -6.15125710612245e-01 -3.27421989591837e-01 -5.90112916530612e-01 -6.77831082857143e-01 -3.13941631326531e-01 -4.99159202857143e-01 -3.27698671183673e-01 -3.61626377102041e-01 -3.52033091612245e-01 -1.65554554220408e-01 -3.72890348979592e-01 -5.09929461428571e-01 -4.19533108571429e-01 -4.84935752040816e-01 -5.31482693877551e-01 -4.56841325204082e-01 -7.34159449387755e-01 -7.87781590816326e-01
"WALKING_UPSTAIRS" 10 2.67121853404255e-01 -1.43854920340426e-02 -1.18180420834043e-01 -1.61591924234043e-01 -5.55287692765957e-03 -7.38744931340426e-02 9.31861027446809e-01 -5.65670278723404e-02 2.27527702016383e-02 -9.59216072340425e-01 -9.37039417446809e-01 -8.64745838297872e-01 6.48829303510638e-02 2.66314282191489e-02 -5.13375831851064e-02 -1.87220175510638e-01 -1.77803083425532e-01 -6.07520480212766e-01 7.33447168425532e-02 -9.54600216446809e-02 8.79664182957447e-02 -3.08534708121277e-01 4.11724668680851e-02 -3.20509332297872e-01 -1.57212539189362e-01 -3.72348522521277e-02 -3.6502173787234e-02 -4.27291343617021e-01 -6.0462905787234e-01 -4.82244799361702e-01 -2.66623294757447e-02 -2.11537480214383e-01 -2.66623294757447e-02 -2.11537480214383e-01 -2.62038042446809e-01 -2.26010197889362e-01 4.38573846851064e-02 -1.13062673542979e-01 -5.23462968510638e-01 -6.18272355319149e-01 -1.39410790617021e-01 -3.90688222212766e-02 -3.01206408085106e-01 -1.71957349438298e-01 -5.1628469647234e-02 -3.42347233914894e-02 -2.0121432216383e-01 -2.06872839212766e-01 -5.53230667234043e-01 -2.47598320858298e-01 -2.02796129097872e-01 -6.62894135319149e-01 -2.18524716912766e-01 -2.35858986212766e-01 -2.62763367170213e-01 -3.4130162006383e-01 1.71735785297872e-01 -4.03822082765957e-01 -1.66866721574468e-01 -3.61437534680851e-01 -1.53553147382979e-01 -3.34365043829787e-01 -2.65371689148936e-01 -1.66969377765957e-01 -6.00582998297872e-01 -6.7129056212766e-01
"WALKING_UPSTAIRS" 11 2.63775859277778e-01 -3.03157822055556e-02 -1.06797216481481e-01 -2.38802959018519e-01 -1.03167501868519e-01 -2.03369399185185e-01 8.92626155555556e-01 -3.43576924814815e-01 1.46633747092593e-01 -9.53463105740741e-01 -9.24360832962963e-01 -9.06933171111111e-01 9.68561683092593e-02 -1.32625289255556e-02 -1.51463896833333e-02 -4.52961683518519e-01 -4.28119229814815e-01 -7.85359167222222e-01 -8.20909701727778e-02 -5.66928808703704e-02 6.38054379968518e-02 -5.01331630185185e-01 -2.8204453962963e-01 -6.94658851666667e-01 -6.45245413759259e-02 -7.19834687944444e-02 -4.6076149625e-02 -6.60431336111111e-01 -8.09459436666667e-01 -7.77173388518518e-01 -1.32594623759259e-01 -2.89592148148148e-01 -1.32594623759259e-01 -2.89592148148148e-01 -5.09587701296296e-01 -4.90485807222222e-01 -2.55048336944444e-01 -3.77909862407407e-01 -7.57314813888889e-01 -8.0112703962963e-01 -3.55348902222222e-01 -2.54645206944444e-01 -5.51742083518519e-01 -1.98733655611111e-01 -8.85048145574074e-02 -1.13701770190741e-01 -4.95927371666667e-01 -4.55317917037037e-01 -7.65387905555556e-01 -4.58255021296296e-01 -4.37276328518518e-01 -8.03845087037037e-01 -4.71782782222222e-01 -5.81167154444444e-01 -6.74671878518519e-01 -5.17811645740741e-01 -1.53787850538889e-01 -7.29928728518519e-01 -3.36061027407407e-01 -3.76027878888889e-01 -4.75928501666667e-01 -5.13703461481481e-01 -5.5009966e-01 -3.81223382777778e-01 -7.95986113703704e-01 -8.22428718888889e-01
"WALKING_UPSTAIRS" 12 2.72970338653846e-01 -2.63574903403846e-02 -1.07339730115385e-01 -2.90149192307692e-01 -1.03818259823077e-01 -4.36697425576923e-01 9.38371473269231e-01 -2.59144202692308e-01 -7.02503820961538e-02 -9.60246289807692e-01 -9.41378352307692e-01 -9.38071183269231e-01 7.28660813846154e-02 -6.89494886730769e-03 9.06662793461539e-03 -3.59856972115385e-01 -3.11328991057692e-01 -7.19336352692308e-01 -9.31234101769231e-02 -4.11314519307692e-02 8.98022757730769e-02 -5.26659296134615e-01 -5.22949798269231e-01 -3.49614606153846e-01 -4.55638872076923e-02 -3.35406569057692e-02 -6.53167291865385e-02 -5.49999188461539e-01 -7.61195612692308e-01 -6.06412096538462e-01 -2.29183927115385e-01 -2.85844036153846e-01 -2.29183927115385e-01 -2.85844036153846e-01 -4.32469300961538e-01 -3.29827968269231e-01 -3.16561585961538e-01 -5.25686949063462e-01 -6.74972132307692e-01 -7.13406712307692e-01 -3.21447925192308e-01 -1.68341519859615e-01 -5.60841212692308e-01 -2.78929748076923e-01 -1.30175559028846e-01 -4.18599992115385e-01 -3.85843754230769e-01 -3.33077590961538e-01 -6.87929868653846e-01 -3.9060122e-01 -3.35926381307692e-01 -7.50114855961538e-01 -4.26360331538462e-01 -6.04711316153846e-01 -4.06080936346154e-01 -5.604629635e-01 -4.83918390576923e-01 -3.96095719423077e-01 -2.90005418653846e-01 -3.95285130961538e-01 -3.208844625e-01 -3.46565141730769e-01 -5.94032515192308e-01 -5.64435086711538e-01 -7.14332592115385e-01 -7.33130764423077e-01
"WALKING_UPSTAIRS" 13 2.58203939581818e-01 -2.77392253910909e-02 -1.25767265890909e-01 -2.96284597454545e-01 1.04470773801818e-01 -2.17210568085455e-01 8.47634313454545e-01 -3.57404501636364e-01 -2.07507170584727e-01 -9.46441502363636e-01 -9.22054968727273e-01 -9.10271096181818e-01 6.92442067545455e-02 -1.28009758363636e-03 -2.54126299290909e-02 -4.87325539818182e-01 -3.23333932218182e-01 -6.60921263636364e-01 -1.3829376226e-01 3.81966911090909e-03 1.16679563256364e-01 -5.41066687090909e-01 -4.03572169636364e-01 -2.11805111745455e-01 -6.64817176345455e-02 -4.53051954036364e-02 -6.61653916327273e-02 -6.31037584e-01 -6.78805915818182e-01 -5.50880346909091e-01 -1.0115350174e-01 -3.26339622181818e-01 -1.0115350174e-01 -3.26339622181818e-01 -4.56190454e-01 -4.51225931090909e-01 -2.37182958116364e-01 -4.15658606181818e-01 -6.31964902181818e-01 -6.69216383090909e-01 -3.82460736363636e-01 -6.36564765818182e-02 -4.04785239945455e-01 -2.66081292363636e-01 1.14656709636364e-01 -1.84842227972182e-01 -5.06212135636364e-01 -3.68996179072727e-01 -6.31496434363636e-01 -5.14337759454545e-01 -3.19400410981818e-01 -6.89235778909091e-01 -4.82113007636364e-01 -4.92176104727273e-01 -2.55338945927273e-01 -5.62911002545455e-01 -3.64283258727273e-01 -2.72525011818182e-01 -3.67522800909091e-01 -4.09065516363636e-01 -4.25100006545455e-01 -4.91090809090909e-01 -4.85477308909091e-01 -4.70770800363636e-01 -6.56088544363636e-01 -7.12261499636364e-01
